,SoC,Exp,Incremental cost,SoC,Exp,Incremental effect,,ICER
4442,18682.3388,36518.78735,17836.44854,0.323194639,0.548972256,0.225777618,,79000.07414
4443,21166.05046,43917.71905,22751.66859,0.34763538,0.708404367,0.360768987,,63064.36916
4444,22722.99177,45058.45451,22335.46274,0.251111092,0.583669071,0.332557979,,67162.61261
4445,19924.89509,42049.38893,22124.49384,0.340943757,0.60909867,0.268154913,,82506.38992
4446,22482.71331,48036.13304,25553.41973,0.355024748,0.749396964,0.394372216,,64795.18249
4447,20781.91702,43828.77437,23046.85735,0.295008957,0.531315878,0.236306921,,97529.33723
4448,22794.02732,49129.67828,26335.65095,0.381000535,0.701065754,0.32006522,,82282.13921
4449,19750.1543,38101.16862,18351.01432,0.25567213,0.553549785,0.297877655,,61605.87751
4450,25143.07284,50408.68437,25265.61153,0.399356404,0.643874115,0.244517711,,103328.3497
4451,20540.29947,41502.50585,20962.20638,0.421212147,0.730049704,0.308837557,,67874.53757
4452,22845.66082,51663.419,28817.75819,0.359547667,0.682043568,0.322495901,,89358.52554
4453,21755.80566,44362.26647,22606.46081,0.327060837,0.627399151,0.300338314,,75269.98653
4454,18806.0791,45287.15377,26481.07467,0.404235704,0.692084484,0.28784878,,91996.48055
4455,21659.97889,50980.91033,29320.93144,0.354790524,0.641981012,0.287190488,,102095.7611
4456,20423.91886,38312.53318,17888.61431,0.301370661,0.504680967,0.203310307,,87986.75583
4457,20007.38886,45466.28533,25458.89647,0.277699514,0.574537419,0.296837905,,85766.99952
4458,22184.79512,51633.13277,29448.33765,0.293588927,0.62859822,0.335009293,,87903.0471
4459,22780.19252,46605.50288,23825.31036,0.283498964,0.578422442,0.294923478,,80784.71912
4460,22735.57325,46506.43301,23770.85976,0.386457075,0.6925513,0.306094225,,77658.63514
4461,20728.39759,45719.08008,24990.68249,0.335290547,0.631940924,0.296650377,,84242.88133
4462,21057.15775,52264.55117,31207.39342,0.350159614,0.706389713,0.356230099,,87604.59456
4463,22894.31778,58107.17827,35212.86049,0.318042591,0.705201344,0.387158753,,90951.99369
4464,18963.93585,41997.07821,23033.14236,0.41626583,0.733642705,0.317376875,,72573.47398
4465,21849.84353,41568.25777,19718.41424,0.360067407,0.586192687,0.22612528,,87201.28171
4466,22971.0846,49118.42761,26147.34301,0.300409991,0.650667753,0.350257762,,74651.7162
4467,19673.75128,41503.73603,21829.98475,0.355277053,0.558725707,0.203448653,,107299.7259
4468,19907.7372,42621.56038,22713.82318,0.413935395,0.689863894,0.275928498,,82317.78632
4469,19584.12279,44916.24148,25332.1187,0.321307015,0.567436675,0.24612966,,102921.8449
4470,21286.57853,45415.86635,24129.28783,0.331623544,0.641709695,0.310086151,,77814.78717
4471,21714.45862,46052.09109,24337.63247,0.35177361,0.68372478,0.33195117,,73316.9053
4472,22960.86419,52248.13905,29287.27487,0.415479073,0.757363866,0.341884793,,85664.16371
4473,20253.31894,49885.28689,29631.96795,0.344006442,0.740764797,0.396758354,,74685.17709
4474,23128.35404,47465.53929,24337.18525,0.324993426,0.709904274,0.384910849,,63228.10938
4475,21877.62627,52703.76852,30826.14225,0.31607745,0.655392842,0.339315392,,90848.05166
4476,23461.4829,48681.56039,25220.07749,0.297585254,0.584213601,0.286628347,,87988.77632
4477,22129.85661,41168.51504,19038.65843,0.345796235,0.635702856,0.28990662,,65671.69256
4478,21656.14091,45287.84951,23631.7086,0.278199578,0.550555413,0.272355835,,86767.77055
4479,21835.88935,41818.15418,19982.26482,0.391096738,0.627158607,0.236061868,,84648.42269
4480,22792.96104,45130.75774,22337.7967,0.285235278,0.611098742,0.325863464,,68549.55888
4481,23769.1433,50767.50261,26998.3593,0.472300357,0.71085197,0.238551613,,113176.1758
4482,21166.20777,41901.92025,20735.71247,0.309218483,0.602058695,0.292840212,,70808.96559
4483,20955.22653,47547.22143,26591.9949,0.351662311,0.728228208,0.376565898,,70617.10865
4484,23880.74209,51392.0613,27511.31921,0.312056688,0.596242974,0.284186286,,96807.34276
4485,22183.21867,54899.88955,32716.67088,0.393148024,0.801732176,0.408584151,,80073.2744
4486,22065.83796,43321.20004,21255.36207,0.306829208,0.602434946,0.295605738,,71904.42986
4487,23629.76139,49252.5405,25622.77911,0.387055851,0.780868517,0.393812667,,65063.36966
4488,21731.40819,47093.72634,25362.31814,0.342635407,0.65597239,0.313336983,,80942.62571
4489,20746.02496,47829.46983,27083.44487,0.282501091,0.613736833,0.331235742,,81764.86237
4490,20647.71745,40936.02362,20288.30617,0.302740464,0.509978539,0.207238076,,97898.54551
4491,22390.00808,49035.46021,26645.45213,0.341332402,0.661475511,0.320143109,,83229.81624
4492,21928.87832,45808.18281,23879.30449,0.372421854,0.709146466,0.336724613,,70916.42129
4493,20319.64546,39831.70955,19512.0641,0.237304111,0.550154705,0.312850594,,62368.63361
4494,21699.70423,44799.71815,23100.01392,0.370244507,0.659034065,0.288789559,,79989.08977
4495,21627.10982,37763.48236,16136.37254,0.278078299,0.506148847,0.228070547,,70751.67189
4496,24661.26077,56780.7346,32119.47382,0.397632365,0.797705608,0.400073243,,80283.98402
4497,22452.64327,47346.69303,24894.04976,0.336247207,0.557203464,0.220956257,,112665.0591
4498,20360.73187,38650.21657,18289.48471,0.332760985,0.650841861,0.318080876,,57499.47925
4499,21532.73536,48025.11038,26492.37502,0.375916738,0.648448312,0.272531574,,97208.46148
4500,22166.75136,44119.27031,21952.51895,0.277736756,0.548285176,0.27054842,,81140.8136
4501,19666.45434,45084.73721,25418.28287,0.300895169,0.552317868,0.251422699,,101097.8044
4502,21130.82078,51937.44615,30806.62537,0.346004662,0.660327172,0.31432251,,98009.60603
4503,20435.35631,47067.28653,26631.93021,0.298253169,0.604327604,0.306074434,,87011.28625
4504,21640.04944,43518.3196,21878.27016,0.333251071,0.664993612,0.331742541,,65949.54653
4505,20431.23746,42122.86985,21691.63238,0.272895263,0.614590021,0.341694759,,63482.48499
4506,19273.98372,46243.71246,26969.72874,0.335461631,0.609226236,0.273764604,,98514.30137
4507,19363.44717,44840.43893,25476.99176,0.331151548,0.634531752,0.303380204,,83977.10672
4508,20691.19315,42313.55728,21622.36413,0.30273526,0.588834631,0.286099371,,75576.41262
4509,20338.83748,47357.67757,27018.84009,0.285864493,0.638625372,0.35276088,,76592.50679
4510,24742.07969,43132.59322,18390.51353,0.367470342,0.714393447,0.346923105,,53010.34515
4511,17559.42111,39849.06469,22289.64358,0.386213651,0.583845805,0.197632154,,112783.4877
4512,18948.43106,43783.42064,24834.98957,0.360965882,0.688893913,0.327928031,,75733.04883
4513,18734.71463,46241.7654,27507.05077,0.382359913,0.679227802,0.29686789,,92657.54817
4514,20546.48821,49609.50979,29063.02158,0.380047916,0.751694192,0.371646276,,78200.76083
4515,19546.78265,51252.49954,31705.71689,0.313850652,0.628209084,0.314358432,,100858.4903
4516,21244.39573,48527.46376,27283.06803,0.335645887,0.704955102,0.369309215,,73875.94707
4517,21220.76726,45356.03999,24135.27274,0.311781088,0.691784793,0.380003704,,63513.2565
4518,21437.92833,43683.55585,22245.62752,0.375124802,0.661637336,0.286512534,,77642.77265
4519,18914.43667,45799.55795,26885.12128,0.305514632,0.59652674,0.291012108,,92384.8889
4520,24826.43622,49249.38853,24422.95231,0.336447128,0.562973512,0.226526384,,107815.0451
4521,22618.09218,44410.74806,21792.65588,0.365631289,0.636633646,0.271002357,,80415.00499
4522,23260.71413,45489.40346,22228.68933,0.365475272,0.634364321,0.268889049,,82668.63017
4523,17725.2867,44489.42728,26764.14058,0.404236487,0.744052054,0.339815566,,78760.78442
4524,23365.71221,52891.24205,29525.52984,0.408728405,0.767051854,0.358323449,,82399.10041
4525,21115.90945,52532.77437,31416.86492,0.329363282,0.712889644,0.383526361,,81915.7901
4526,21939.00415,45834.43994,23895.43579,0.339874184,0.626686203,0.28681202,,83313.92738
4527,20272.56693,42930.77054,22658.20361,0.310813151,0.606794995,0.295981844,,76552.68066
4528,19051.11811,41163.80828,22112.69017,0.324910998,0.603167313,0.278256314,,79468.7813
4529,21747.05768,48628.6063,26881.54863,0.368412279,0.747043995,0.378631717,,70996.55801
4530,19113.82537,48221.47246,29107.64709,0.308562074,0.594747466,0.286185392,,101709.0596
4531,21222.01544,51751.38583,30529.3704,0.359311002,0.647032991,0.287721989,,106107.1852
4532,22737.95622,47627.65802,24889.7018,0.266357036,0.575514429,0.309157392,,80508.18904
4533,23151.85303,51167.25557,28015.40254,0.338900664,0.743489252,0.404588588,,69244.17384
4534,23554.62632,42987.90237,19433.27604,0.287302206,0.603093738,0.315791532,,61538.30631
4535,21697.48703,38036.53965,16339.05263,0.311147505,0.62486978,0.313722275,,52081.26407
4536,22036.8084,48487.90627,26451.09787,0.282548152,0.617490842,0.33494269,,78972.0112
4537,20537.59972,41255.9307,20718.33097,0.335832256,0.605941585,0.270109329,,76703.50032
4538,19090.11572,41955.96656,22865.85084,0.333223472,0.648150259,0.314926788,,72606.87799
4539,21403.24355,52364.34026,30961.09672,0.28002516,0.525512146,0.245486986,,126121.1327
4540,22146.21835,44962.11214,22815.89379,0.291758691,0.565070213,0.273311522,,83479.44365
4541,21093.12223,45032.92738,23939.80515,0.261943735,0.511486931,0.249543196,,95934.51367
4542,21302.92243,45046.35639,23743.43396,0.377845176,0.696079509,0.318234333,,74609.90702
4543,20595.96791,38308.28992,17712.32201,0.291770585,0.515649388,0.223878803,,79115.67216
4544,20992.62569,51346.31486,30353.68918,0.291645928,0.478196318,0.18655039,,162710.4035
4545,19701.01463,45815.97965,26114.96502,0.308427296,0.661077031,0.352649734,,74053.55081
4546,19992.53517,40144.78464,20152.24948,0.343356673,0.607304718,0.263948045,,76349.30372
4547,19259.91012,46983.47285,27723.56273,0.358417033,0.680969645,0.322552612,,85950.51372
4548,25102.35946,64338.40224,39236.04278,0.355844124,0.712593668,0.356749544,,109982.0404
4549,22951.15835,51916.8149,28965.65655,0.36829296,0.719890191,0.351597231,,82383.06209
4550,22245.38452,51788.3707,29542.98618,0.347620374,0.746099952,0.398479578,,74139.27299
4551,18935.00362,38333.11413,19398.11051,0.319831501,0.582276478,0.262444978,,73913.05667
4552,19046.41749,42098.282,23051.86451,0.362893342,0.677641897,0.314748555,,73238.98431
4553,24976.81424,52891.8226,27915.00836,0.338633948,0.718039435,0.379405486,,73575.65814
4554,22277.07126,49179.41325,26902.34199,0.286737191,0.610691124,0.323953933,,83043.72708
4555,22440.07192,46766.80814,24326.73622,0.35279217,0.734006127,0.381213957,,63813.86557
4556,21162.31578,48908.24397,27745.92819,0.379749739,0.678571586,0.298821847,,92851.06992
4557,21219.4977,46444.09833,25224.60063,0.380698674,0.679397524,0.298698851,,84448.26812
4558,18272.99173,41227.80826,22954.81653,0.387053374,0.692646917,0.305593543,,75115.51564
4559,22200.28935,47811.01934,25610.72998,0.351658947,0.753034698,0.401375752,,63807.36724
4560,19661.146,45787.54908,26126.40308,0.32165562,0.565091571,0.243435952,,107323.5193
4561,19539.25833,44736.06935,25196.81101,0.366453109,0.676090006,0.309636897,,81375.35047
4562,20129.18394,41886.19353,21757.00959,0.361631725,0.718190675,0.35655895,,61019.38993
4563,21165.61965,40109.18988,18943.57023,0.340141104,0.708247389,0.368106285,,51462.22984
4564,20595.55153,48195.57668,27600.02515,0.319707749,0.653841305,0.334133556,,82601.77606
4565,22612.77424,43928.96274,21316.1885,0.317661253,0.519276378,0.201615125,,105727.1297
4566,19768.86424,42204.56217,22435.69793,0.326171122,0.569753556,0.243582434,,92107.20818
4567,21728.00051,51654.95218,29926.95167,0.387960342,0.742162586,0.354202243,,84491.14101
4568,21344.22694,52428.10683,31083.87989,0.439508047,0.739072538,0.299564491,,103763.5662
4569,21701.24041,56251.07466,34549.83425,0.317751544,0.701372646,0.383621102,,90062.39238
4570,23807.37529,52569.40619,28762.0309,0.326297867,0.698165135,0.371867268,,77344.88446
4571,18518.85867,42754.44467,24235.58601,0.324656301,0.553292555,0.228636254,,106000.6257
4572,18131.68936,36751.15189,18619.46253,0.298520907,0.545720711,0.247199804,,75321.51
4573,22350.81157,49104.76171,26753.95013,0.384623576,0.748513292,0.363889716,,73522.13864
4574,21127.01865,55528.24213,34401.22347,0.356670272,0.777718442,0.42104817,,81703.77152
4575,20644.35708,45861.2254,25216.86832,0.346322637,0.732316894,0.385994257,,65329.6464
4576,25202.81904,60059.74504,34856.92601,0.292070256,0.744248759,0.452178503,,77086.65004
4577,18649.14493,41474.40677,22825.26184,0.341837523,0.604226175,0.262388652,,86990.27818
4578,21199.89806,51103.37082,29903.47277,0.373152699,0.682644806,0.309492107,,96621.116
4579,21432.65643,44603.86201,23171.20557,0.38659922,0.723904454,0.337305234,,68695.06676
4580,17771.21325,43063.10955,25291.89629,0.275680613,0.583577063,0.30789645,,82144.1634
4581,20304.0714,45532.67226,25228.60085,0.336068324,0.565733391,0.229665067,,109849.5351
4582,18188.1655,47280.1063,29091.9408,0.298380923,0.560943053,0.26256213,,110800.2163
4583,23197.48554,46845.83136,23648.34581,0.345963721,0.631405926,0.285442205,,82848.1051
4584,20860.40896,44506.986,23646.57704,0.357583036,0.634242996,0.27665996,,85471.62749
4585,18004.00679,42579.74077,24575.73398,0.300310452,0.607320154,0.307009703,,80048.72086
4586,20154.76386,41019.73614,20864.97228,0.333004481,0.689304362,0.356299881,,58560.14376
4587,21611.47544,45179.62857,23568.15313,0.37020518,0.731073371,0.360868191,,65309.58869
4588,21864.09691,45186.06764,23321.97073,0.365673364,0.649223934,0.28355057,,82249.77564
4589,24762.57272,41841.70149,17079.12877,0.321142405,0.630495529,0.309353124,,55209.1686
4590,21659.36688,43852.09451,22192.72763,0.319319595,0.607482588,0.288162993,,77014.49586
4591,21451.81834,39767.50104,18315.68269,0.394123551,0.656363103,0.262239552,,69843.32661
4592,22976.96876,46604.25603,23627.28727,0.319774376,0.659889719,0.340115342,,69468.45475
4593,18282.71801,53603.53178,35320.81377,0.363180575,0.738990186,0.37580961,,93985.92477
4594,24140.04469,44355.26229,20215.2176,0.363680816,0.699012106,0.33533129,,60284.3165
4595,21723.01589,50958.95937,29235.94348,0.323803204,0.68769649,0.363893286,,80342.07994
4596,23131.37408,44896.75189,21765.37781,0.371021205,0.678530861,0.307509656,,70779.49393
4597,22728.84059,46917.69372,24188.85313,0.414020864,0.771941411,0.357920546,,67581.62777
4598,21481.9032,49074.68097,27592.77776,0.254350901,0.521766495,0.267415594,,103183.1291
4599,19382.29219,36307.53238,16925.24019,0.317925877,0.536720012,0.218794135,,77356.91898
4600,18721.90466,53361.85624,34639.95157,0.358713653,0.675512893,0.31679924,,109343.5438
4601,19339.83945,44339.38563,24999.54618,0.297336963,0.559913013,0.26257605,,95208.78302
4602,23422.03159,46511.63969,23089.6081,0.3232702,0.671321495,0.348051295,,66339.67017
4603,25193.11987,47266.1424,22073.02253,0.375549648,0.688546084,0.312996436,,70521.64179
4604,22129.83373,55762.81424,33632.98051,0.281021163,0.69632769,0.415306526,,80983.51068
4605,22669.76596,50178.17104,27508.40508,0.306366338,0.659809372,0.353443033,,77829.81272
4606,19829.68221,37872.24764,18042.56543,0.327473245,0.498574016,0.171100771,,105449.9365
4607,21002.41429,40793.0553,19790.64101,0.391575937,0.640184165,0.248608228,,79605.73618
4608,23507.35992,44404.95469,20897.59477,0.409834419,0.63367334,0.223838921,,93359.96905
4609,19727.74075,43751.97888,24024.23813,0.342629397,0.650700831,0.308071434,,77982.68675
4610,20828.51862,51300.00946,30471.49084,0.25706454,0.538392984,0.281328443,,108312.8691
4611,21820.39603,46819.02286,24998.62683,0.337176991,0.616817434,0.279640443,,89395.6058
4612,22948.58263,45090.13478,22141.55215,0.392721136,0.64985841,0.257137273,,86107.90603
4613,22473.42842,44282.90587,21809.47745,0.384276194,0.732627942,0.348351748,,62607.63038
4614,21166.65897,46378.19648,25211.5375,0.307227299,0.593665535,0.286438237,,88017.3603
4615,20838.57228,58210.35267,37371.78038,0.332007223,0.677586641,0.345579417,,108142.3792
4616,22613.74672,47153.36105,24539.61433,0.339148513,0.685189892,0.346041379,,70915.25998
4617,20061.64596,41371.63314,21309.98718,0.261682663,0.552398745,0.290716082,,73301.71434
4618,23521.09338,49976.3892,26455.29582,0.375628602,0.720202361,0.344573758,,76776.87341
4619,19008.07969,38755.67847,19747.59878,0.323363963,0.61791062,0.294546657,,67044.04304
4620,21442.62186,55157.71864,33715.09678,0.332043432,0.67862148,0.346578048,,97279.95457
4621,19636.03708,46757.93594,27121.89886,0.362795361,0.714685328,0.351889966,,77074.94233
4622,22558.76012,49385.62908,26826.86896,0.286703156,0.537714442,0.251011286,,106875.1503
4623,20405.44355,54636.51748,34231.07393,0.318523877,0.641745469,0.323221591,,105905.9012
4624,18711.38004,39029.32425,20317.94422,0.340581347,0.619987466,0.279406119,,72718.32228
4625,20111.73706,50796.58321,30684.84616,0.321312395,0.767685336,0.446372941,,68742.62159
4626,20805.49785,42233.54652,21428.04868,0.282804746,0.526128776,0.243324029,,88063.84117
4627,21452.68544,47362.59336,25909.90792,0.346707768,0.667796644,0.321088875,,80693.88232
4628,20924.14163,38812.01257,17887.87094,0.321537916,0.599029913,0.277491998,,64462.65508
4629,23655.98203,50838.12631,27182.14428,0.328227407,0.660404275,0.332176868,,81830.33464
4630,21425.31716,52462.44779,31037.13063,0.324934196,0.776866259,0.451932063,,68676.54056
4631,19341.18432,42784.40622,23443.2219,0.289083609,0.541390959,0.25230735,,92915.33479
4632,22415.5051,46581.57473,24166.06963,0.290324812,0.615922852,0.32559804,,74220.56233
4633,19268.20503,36896.63567,17628.43063,0.285282256,0.477602964,0.192320708,,91661.63554
4634,19782.4391,44175.26458,24392.82548,0.332345634,0.679506051,0.347160416,,70263.84437
4635,22666.85194,45937.37192,23270.51998,0.374889758,0.653238343,0.278348585,,83602.07755
4636,20470.68299,55854.59769,35383.9147,0.315448202,0.756233353,0.440785151,,80274.74303
4637,19881.38298,46193.43989,26312.05691,0.392312526,0.705628138,0.313315612,,83979.39938
4638,18442.37348,36106.45509,17664.0816,0.331615,0.605218661,0.27360366,,64560.83807
4639,23134.02073,45513.40532,22379.38458,0.34096899,0.643108196,0.302139206,,74069.78016
4640,22512.41058,43753.19878,21240.78819,0.386848485,0.624114787,0.237266302,,89522.98733
4641,20814.03548,48508.57516,27694.53968,0.339323458,0.65057811,0.311254652,,88977.11076
4642,24067.62128,44765.58409,20697.96281,0.302355113,0.666069873,0.36371476,,56907.12918
4643,24507.2009,47663.00764,23155.80674,0.287559392,0.496716103,0.209156711,,110710.3216
4644,20453.56764,48242.20696,27788.63933,0.285165808,0.495316521,0.210150713,,132231.9534
4645,19639.07433,52680.6078,33041.53347,0.348335936,0.656819687,0.308483752,,107109.4775
4646,21712.72544,51934.1432,30221.41776,0.35741013,0.613135373,0.255725243,,118179.2514
4647,21899.00604,47782.93246,25883.92641,0.410309946,0.710069568,0.299759622,,86348.94253
4648,20486.56347,48057.37775,27570.81428,0.346286113,0.70916385,0.362877737,,75978.24678
4649,24462.23819,62317.76014,37855.52195,0.287680021,0.65263873,0.36495871,,103725.4926
4650,20265.75875,41301.26359,21035.50484,0.321565591,0.628181328,0.306615737,,68605.43113
4651,20870.79049,46358.68635,25487.89587,0.406885674,0.607568572,0.200682898,,127005.8192
4652,21893.71859,36996.07854,15102.35995,0.315821969,0.592894596,0.277072627,,54506.8639
4653,24517.33665,46883.72038,22366.38372,0.352356382,0.695348408,0.342992026,,65209.63187
4654,21786.71509,56451.43856,34664.72347,0.354298967,0.732556684,0.378257718,,91643.13605
4655,20573.83794,49458.93857,28885.10062,0.320596371,0.660579832,0.339983461,,84960.31108
4656,20069.43362,46152.83355,26083.39993,0.324866529,0.682851221,0.357984692,,72861.77461
4657,22232.97759,41979.29367,19746.31609,0.308091906,0.552506547,0.244414641,,80790.23432
4658,20080.5091,36678.34729,16597.83819,0.248036596,0.547209679,0.299173083,,55479.04926
4659,22293.27081,49483.20536,27189.93456,0.363317088,0.764232813,0.400915725,,67819.57621
4660,21196.22813,41587.72039,20391.49226,0.359917472,0.580834189,0.220916717,,92303.98021
4661,22480.83572,42784.5107,20303.67498,0.36171405,0.537696073,0.175982023,,115373.5739
4662,24319.95536,46416.21075,22096.25539,0.302394453,0.699439726,0.397045272,,55651.72772
4663,21936.02793,50010.24298,28074.21506,0.334915952,0.636506683,0.301590731,,93087.12815
4664,23687.71692,44481.76146,20794.04454,0.317057716,0.660664081,0.343606365,,60517.05282
4665,22218.36119,47472.50784,25254.14665,0.330451245,0.593448023,0.262996779,,96024.54748
4666,22109.15106,51213.61669,29104.46563,0.364224146,0.624708171,0.260484025,,111732.2476
4667,23932.14133,44286.08257,20353.94125,0.270445945,0.577432917,0.306986972,,66302.29662
4668,22502.85722,50664.14759,28161.29037,0.308947769,0.625631252,0.316683484,,88925.66811
4669,22392.9835,47510.93645,25117.95295,0.408070343,0.73694309,0.328872747,,76375.90283
4670,22644.70509,39347.44879,16702.74369,0.228890172,0.433936324,0.205046152,,81458.45945
4671,21672.94357,54908.55792,33235.61435,0.380581674,0.805580918,0.424999244,,78201.58465
4672,18172.36494,44190.82782,26018.46288,0.343943741,0.68232322,0.338379479,,76891.37351
4673,18047.74553,43264.67966,25216.93413,0.338739011,0.641495097,0.302756086,,83291.25418
4674,19614.67029,41553.95395,21939.28367,0.280606225,0.540020022,0.259413797,,84572.53974
4675,19272.0141,40755.89455,21483.88045,0.313369134,0.595418941,0.282049807,,76170.51989
4676,20627.62355,39463.15819,18835.53464,0.432994384,0.691696876,0.258702492,,72807.70468
4677,20721.15317,48096.05527,27374.9021,0.300231083,0.692990921,0.392759838,,69698.83236
4678,22563.00598,46846.66733,24283.66134,0.312160799,0.627968928,0.315808129,,76893.71846
4679,20279.32605,47872.51761,27593.19156,0.314834265,0.638139832,0.323305567,,85347.09686
4680,20988.35563,54822.87997,33834.52434,0.290789927,0.636547277,0.345757349,,97856.2695
4681,19667.4556,44347.26605,24679.81045,0.333812098,0.689812011,0.355999914,,69325.32707
4682,20392.34426,41363.49296,20971.1487,0.403292195,0.675252794,0.271960599,,77110.9815
4683,21818.78278,43906.57042,22087.78763,0.317918594,0.607152915,0.289234321,,76366.41305
4684,20507.8571,41165.8579,20658.0008,0.318846584,0.553512427,0.234665843,,88031.56232
4685,23124.76906,43065.69798,19940.92892,0.257481498,0.494709226,0.237227729,,84058.17067
4686,18893.58154,48870.39433,29976.81278,0.380937808,0.722654025,0.341716217,,87724.29075
4687,21693.35761,46019.30971,24325.95209,0.353721606,0.653964351,0.300242746,,81020.94867
4688,25266.30356,49324.96115,24058.65759,0.307471829,0.555710536,0.248238707,,96917.4303
4689,23079.33777,44724.85018,21645.5124,0.306811629,0.665761978,0.358950349,,60302.24638
4690,24117.68812,50389.9676,26272.27948,0.282993579,0.65793731,0.37494373,,70069.92608
4691,23383.78296,52863.66539,29479.88242,0.358468109,0.754305214,0.395837105,,74474.78277
4692,22465.10398,43412.31887,20947.21489,0.351075811,0.663745334,0.312669523,,66994.74477
4693,18900.38074,38930.34208,20029.96134,0.369210798,0.602219292,0.233008494,,85962.36547
4694,20410.7089,45368.88979,24958.18089,0.358354681,0.681700601,0.32334592,,77187.24542
4695,22747.03622,51649.92358,28902.88736,0.392895015,0.703240623,0.310345608,,93131.2917
4696,22658.95205,54220.7987,31561.84665,0.412352214,0.779643112,0.367290898,,85931.46955
4697,21595.80917,47453.34057,25857.53139,0.369335563,0.727392828,0.358057265,,72216.18984
4698,22500.57984,49641.66205,27141.08222,0.292421764,0.603051554,0.31062979,,87374.36997
4699,19357.10067,42050.8194,22693.71872,0.342447986,0.633376024,0.290928038,,78004.5777
4700,21724.84101,53138.5517,31413.71069,0.277948257,0.6636684,0.385720142,,81441.71702
4701,19518.80685,39352.53555,19833.7287,0.272124452,0.532814751,0.260690299,,76081.57576
4702,18839.17767,43967.90962,25128.73195,0.346281389,0.621907304,0.275625914,,91169.70008
4703,21152.47697,40322.49972,19170.02274,0.334142744,0.649935037,0.315792294,,60704.52994
4704,21332.783,42659.53527,21326.75227,0.362802489,0.714163169,0.35136068,,60697.60648
4705,20796.57315,46711.14942,25914.57627,0.279362563,0.649058444,0.369695881,,70097.01118
4706,22009.91823,48508.03592,26498.11769,0.289827896,0.610839853,0.321011957,,82545.57854
4707,21309.96842,46295.75518,24985.78676,0.363499219,0.660247261,0.296748042,,84198.65764
4708,20739.35378,41986.65189,21247.29811,0.33994739,0.72448694,0.38453955,,55253.86944
4709,23247.51909,49721.96121,26474.44211,0.342968433,0.70539382,0.362425387,,73047.97915
4710,22119.07025,43178.5426,21059.47235,0.287901841,0.682809615,0.394907773,,53327.57109
4711,23121.98878,44033.54521,20911.55643,0.359689124,0.637576385,0.277887261,,75251.94342
4712,22598.37496,43869.06472,21270.68977,0.332224812,0.614364349,0.282139537,,75390.67377
4713,21768.90114,47618.42683,25849.52569,0.299516271,0.516774726,0.217258455,,118980.5281
4714,21877.34693,50426.70145,28549.35452,0.352658011,0.813550837,0.460892826,,61943.58631
4715,23628.16776,45308.67383,21680.50607,0.323857829,0.725076147,0.401218318,,54036.68047
4716,18940.89321,44062.24491,25121.35171,0.314909607,0.575203029,0.260293422,,96511.66568
4717,21650.01868,43826.95934,22176.94066,0.343051822,0.640319867,0.297268045,,74602.50457
4718,21807.22133,40801.18092,18993.95959,0.363149469,0.644717793,0.281568323,,67457.72884
4719,21094.57577,44558.67533,23464.09956,0.297017516,0.540925038,0.243907522,,96200.80325
4720,21571.93204,50144.32863,28572.39659,0.383760642,0.746042703,0.362282061,,78867.82067
4721,22752.70838,55366.87819,32614.16981,0.488912453,0.940612495,0.451700042,,72203.1587
4722,22376.59653,45588.57172,23211.97519,0.264346145,0.536443886,0.272097741,,85307.4895
4723,21288.88698,49785.91014,28497.02316,0.23312755,0.474786593,0.241659043,,117922.4364
4724,20689.93448,46143.63006,25453.69558,0.362731745,0.626936837,0.264205092,,96340.6701
4725,24487.47172,42885.2139,18397.74218,0.367503074,0.567558583,0.200055509,,91963.18694
4726,22263.81515,42398.09492,20134.27978,0.276738387,0.701516337,0.424777949,,47399.54088
4727,20450.9697,40622.63641,20171.6667,0.316754957,0.571299646,0.254544689,,79246.07169
4728,20957.86793,43252.40958,22294.54165,0.35979402,0.663318664,0.303524644,,73452.1632
4729,20806.81604,45616.50587,24809.68984,0.314821147,0.680278269,0.365457122,,67886.7324
4730,22009.79434,46817.6206,24807.82626,0.307322448,0.590787194,0.283464745,,87516.44316
4731,21337.31379,49294.02625,27956.71246,0.313158478,0.670282759,0.357124281,,78282.86666
4732,20791.22502,50110.6922,29319.46718,0.377491695,0.736273321,0.358781626,,81719.53371
4733,20814.33128,41152.95887,20338.62759,0.355293347,0.617741973,0.262448625,,77495.65294
4734,21972.09445,54734.8051,32762.71064,0.336036073,0.665728904,0.32969283,,99373.43982
4735,23168.56705,44000.86084,20832.2938,0.264338875,0.568186214,0.303847339,,68561.7122
4736,22036.0293,46586.73164,24550.70234,0.381608595,0.77625988,0.394651285,,62208.59591
4737,23179.86662,51417.03859,28237.17197,0.352818575,0.793272318,0.440453743,,64109.27924
4738,18676.35539,51359.54999,32683.1946,0.331247404,0.675273133,0.34402573,,95002.18092
4739,21874.55626,44710.91569,22836.35942,0.300399312,0.666922071,0.366522759,,62305.43365
4740,20558.21323,45724.595,25166.38177,0.339471189,0.609183955,0.269712766,,93308.08535
4741,26385.9364,52955.78413,26569.84773,0.318670179,0.637775589,0.31910541,,83263.54515
4742,20955.82412,52421.07711,31465.25299,0.364273349,0.767118503,0.402845153,,78107.56247
4743,22270.10604,53546.95098,31276.84494,0.352605916,0.659374252,0.306768336,,101955.9103
4744,23268.07182,45139.19379,21871.12197,0.35156897,0.647905415,0.296336445,,73805.03601
