"","parameter","strategy","param_val","outcome_val"
"4348","d_c","Experimental.Treatment",0.000104054241040542,109955.692685974
"4349","d_c","Experimental.Treatment",0.000106268161062682,109897.563673006
"4350","d_c","Experimental.Treatment",0.000108482081084821,109839.488887286
"4351","d_c","Experimental.Treatment",0.00011069600110696,109781.468260859
"4352","d_c","Experimental.Treatment",0.000112909921129099,109723.501725875
"4353","d_c","Experimental.Treatment",0.000115123841151238,109665.589214572
"4354","d_c","Experimental.Treatment",0.000117337761173378,109607.730659307
"4355","d_c","Experimental.Treatment",0.000119551681195517,109549.925992538
"4356","d_c","Experimental.Treatment",0.000121765601217656,109492.175146831
"4357","d_c","Experimental.Treatment",0.000123979521239795,109434.478054838
"4358","d_c","Experimental.Treatment",0.000126193441261934,109376.834649333
"4359","d_c","Experimental.Treatment",0.000128407361284074,109319.244863186
"4360","d_c","Experimental.Treatment",0.000130621281306213,109261.708629377
"4361","d_c","Experimental.Treatment",0.000132835201328352,109204.225880971
"4362","d_c","Experimental.Treatment",0.000135049121350491,109146.796551152
"4363","d_c","Experimental.Treatment",0.00013726304137263,109089.420573203
"4364","d_c","Experimental.Treatment",0.00013947696139477,109032.097880513
"4365","d_c","Experimental.Treatment",0.000141690881416909,108974.828406556
"4366","d_c","Experimental.Treatment",0.000143904801439048,108917.612084927
"4367","d_c","Experimental.Treatment",0.000146118721461187,108860.448849321
"4368","d_c","Experimental.Treatment",0.000148332641483326,108803.338633517
"4369","d_c","Experimental.Treatment",0.000150546561505466,108746.281371413
"4370","d_c","Experimental.Treatment",0.000152760481527605,108689.276997005
"4371","d_c","Experimental.Treatment",0.000154974401549744,108632.325444391
"4372","d_c","Experimental.Treatment",0.000157188321571883,108575.426647757
"4373","d_c","Experimental.Treatment",0.000159402241594022,108518.580541404
"4374","d_c","Experimental.Treatment",0.000161616161616162,108461.787059729
"4375","d_c","Experimental.Treatment",0.000163830081638301,108405.046137236
"4376","d_c","Experimental.Treatment",0.00016604400166044,108348.357708509
"4377","d_c","Experimental.Treatment",0.000168257921682579,108291.721708251
"4378","d_c","Experimental.Treatment",0.000170471841704718,108235.138071259
"4379","d_c","Experimental.Treatment",0.000172685761726858,108178.606732436
"4380","d_c","Experimental.Treatment",0.000174899681748997,108122.127626766
"4381","d_c","Experimental.Treatment",0.000177113601771136,108065.700689349
"4382","d_c","Experimental.Treatment",0.000179327521793275,108009.325855385
"4383","d_c","Experimental.Treatment",0.000181541441815414,107953.003060155
"4384","d_c","Experimental.Treatment",0.000183755361837554,107896.732239058
"4385","d_c","Experimental.Treatment",0.000185969281859693,107840.513327583
"4386","d_c","Experimental.Treatment",0.000188183201881832,107784.346261324
"4387","d_c","Experimental.Treatment",0.000190397121903971,107728.230975956
"4388","d_c","Experimental.Treatment",0.00019261104192611,107672.16740727
"4389","d_c","Experimental.Treatment",0.00019482496194825,107616.155491148
"4390","d_c","Experimental.Treatment",0.000197038881970389,107560.195163576
"4391","d_c","Experimental.Treatment",0.000199252801992528,107504.286360619
"4392","d_c","Experimental.Treatment",0.000201466722014667,107448.429018459
"4393","d_c","Experimental.Treatment",0.000203680642036806,107392.623073367
"4394","d_c","Experimental.Treatment",0.000205894562058946,107336.868461717
"4395","d_c","Experimental.Treatment",0.000208108482081085,107281.165119965
"4396","d_c","Experimental.Treatment",0.000210322402103224,107225.512984677
"4397","d_c","Experimental.Treatment",0.000212536322125363,107169.911992519
"4398","d_c","Experimental.Treatment",0.000214750242147502,107114.362080232
"4399","d_c","Experimental.Treatment",0.000216964162169642,107058.863184675
"4400","d_c","Experimental.Treatment",0.000219178082191781,107003.415242794
"4401","u_F","Standard.of.Care",0.68,137185.318025546
"4402","u_F","Standard.of.Care",0.683232323232323,136538.13404868
"4403","u_F","Standard.of.Care",0.686464646464647,135897.027696379
"4404","u_F","Standard.of.Care",0.68969696969697,135261.913757416
"4405","u_F","Standard.of.Care",0.692929292929293,134632.708606093
"4406","u_F","Standard.of.Care",0.696161616161616,134009.330165531
"4407","u_F","Standard.of.Care",0.699393939393939,133391.69787198
"4408","u_F","Standard.of.Care",0.702626262626263,132779.732640109
"4409","u_F","Standard.of.Care",0.705858585858586,132173.356829249
"4410","u_F","Standard.of.Care",0.709090909090909,131572.494210554
"4411","u_F","Standard.of.Care",0.712323232323232,130977.069935055
"4412","u_F","Standard.of.Care",0.715555555555556,130387.010502583
"4413","u_F","Standard.of.Care",0.718787878787879,129802.243731514
"4414","u_F","Standard.of.Care",0.722020202020202,129222.698729345
"4415","u_F","Standard.of.Care",0.725252525252525,128648.30586403
"4416","u_F","Standard.of.Care",0.728484848484849,128078.996736105
"4417","u_F","Standard.of.Care",0.731717171717172,127514.704151522
"4418","u_F","Standard.of.Care",0.734949494949495,126955.36209522
"4419","u_F","Standard.of.Care",0.738181818181818,126400.905705379
"4420","u_F","Standard.of.Care",0.741414141414141,125851.271248341
"4421","u_F","Standard.of.Care",0.744646464646465,125306.396094192
"4422","u_F","Standard.of.Care",0.747878787878788,124766.218692975
"4423","u_F","Standard.of.Care",0.751111111111111,124230.678551505
"4424","u_F","Standard.of.Care",0.754343434343434,123699.71621079
"4425","u_F","Standard.of.Care",0.757575757575758,123173.273224025
"4426","u_F","Standard.of.Care",0.760808080808081,122651.292135142
"4427","u_F","Standard.of.Care",0.764040404040404,122133.716457908
"4428","u_F","Standard.of.Care",0.767272727272727,121620.490655548
"4429","u_F","Standard.of.Care",0.770505050505051,121111.560120878
"4430","u_F","Standard.of.Care",0.773737373737374,120606.871156938
"4431","u_F","Standard.of.Care",0.776969696969697,120106.370958107
"4432","u_F","Standard.of.Care",0.78020202020202,119610.007591678
"4433","u_F","Standard.of.Care",0.783434343434343,119117.729979903
"4434","u_F","Standard.of.Care",0.786666666666667,118629.487882467
"4435","u_F","Standard.of.Care",0.78989898989899,118145.231879397
"4436","u_F","Standard.of.Care",0.793131313131313,117664.913354386
"4437","u_F","Standard.of.Care",0.796363636363636,117188.484478521
"4438","u_F","Standard.of.Care",0.79959595959596,116715.898194411
"4439","u_F","Standard.of.Care",0.802828282828283,116247.108200688
"4440","u_F","Standard.of.Care",0.806060606060606,115782.068936887
"4441","u_F","Standard.of.Care",0.809292929292929,115320.735568687
"4442","u_F","Standard.of.Care",0.812525252525253,114863.063973497
"4443","u_F","Standard.of.Care",0.815757575757576,114409.010726394
"4444","u_F","Standard.of.Care",0.818989898989899,113958.533086385
"4445","u_F","Standard.of.Care",0.822222222222222,113511.588982996
"4446","u_F","Standard.of.Care",0.825454545454545,113068.137003175
"4447","u_F","Standard.of.Care",0.828686868686869,112628.136378497
"4448","u_F","Standard.of.Care",0.831919191919192,112191.546972676
"4449","u_F","Standard.of.Care",0.835151515151515,111758.329269354
"4450","u_F","Standard.of.Care",0.838383838383838,111328.444360184
"4451","u_F","Standard.of.Care",0.841616161616162,110901.853933174
"4452","u_F","Standard.of.Care",0.844848484848485,110478.520261312
"4453","u_F","Standard.of.Care",0.848080808080808,110058.406191439
"4454","u_F","Standard.of.Care",0.851313131313131,109641.475133382
"4455","u_F","Standard.of.Care",0.854545454545455,109227.691049328
"4456","u_F","Standard.of.Care",0.857777777777778,108817.018443443
"4457","u_F","Standard.of.Care",0.861010101010101,108409.42235172
"4458","u_F","Standard.of.Care",0.864242424242424,108004.868332055
"4459","u_F","Standard.of.Care",0.867474747474748,107603.322454547
"4460","u_F","Standard.of.Care",0.870707070707071,107204.751292013
"4461","u_F","Standard.of.Care",0.873939393939394,106809.121910706
"4462","u_F","Standard.of.Care",0.877171717171717,106416.401861251
"4463","u_F","Standard.of.Care",0.88040404040404,106026.559169767
"4464","u_F","Standard.of.Care",0.883636363636364,105639.562329192
